Lon,Lat,label,DEM,slope,slope_aspect,SPI,TWI,plan_curvature,general_curvature,soiltype,landcover,distance_to_river
-0.6097314990961245,8.202741438116382,0,83.0,0.7337,288.43494,363.69025,11.23005,0.00049,-0.00104,WR,90.0,400.0
-0.6074857108858271,8.202741438116382,0,78.0,2.07443,206.56505,7200.69824,12.1094,0.0,0.0,WR,90.0,400.0
-0.6052399226755281,8.202741438116382,0,77.0,9.16159,38.88449,13740.5166,9.77466,-0.0029,-0.00639,WR,90.0,400.0
-0.602994134465229,8.202741438116382,1,75.0,0.0,,5418.98682,13.29599,0.0,0.0,WR,90.0,400.0
-0.6007483462549299,8.202741438116382,1,75.0,0.0,,9360.06836,13.84132,0.0,0.0,WR,90.0,800.0
-0.5985025580446308,8.202741438116382,1,75.0,0.0,,14286.4209,14.26359,0.0,0.0,WR,80.0,800.0
-0.5962567698343317,8.202741438116382,1,75.0,0.0,,18227.50195,14.50698,0.0,0.0,WR,80.0,800.0
-0.5940109816240327,8.202741438116382,1,75.0,0.0,,22168.58203,14.70257,0.0,0.0,WR,80.0,800.0
-0.641172534040308,8.200495649906083,0,94.0,1.91265,75.96376,6343.2373,10.54762,-0.00694,-0.00532,WR,20.0,400.0
-0.638926745830009,8.200495649906083,0,95.0,2.38751,330.9454,230.01791,11.6882,0.06445,-0.00107,WR,20.0,800.0
-0.6366809576197099,8.200495649906083,0,102.0,4.68775,339.77515,2545.82935,9.28414,0.02419,0.00319,WR,20.0,800.0
-0.6344351694094126,8.200495649906083,0,95.0,1.03755,63.43495,2259.56567,9.40343,0.02015,0.0021,WR,20.0,800.0
-0.6321893811991135,8.200495649906083,0,97.0,1.3919,0.0,813.23608,10.42533,0.03272,0.00424,WR,40.0,1200.0
-0.6299435929888144,8.200495649906083,0,100.0,1.67271,326.30994,9758.83301,12.88151,-0.03423,-0.00422,WR,20.0,1200.0
-0.6276978047785153,8.200495649906083,0,107.0,2.38751,299.05463,2368.17896,10.7272,0.02362,0.00106,WR,20.0,1200.0
-0.6254520165682163,8.200495649906083,0,103.0,1.67271,33.69007,4146.70654,11.99013,-0.02299,-0.00213,WR,40.0,1600.0
-0.6232062283579172,8.200495649906083,0,102.0,2.82048,9.46232,2798.28784,10.56032,0.0,-1e-05,WR,40.0,1600.0
-0.6209604401476199,8.200495649906083,0,103.0,1.64025,278.1301,4066.18066,12.00974,-0.01741,-0.00529,WR,126.0,1200.0
-0.6187146519373208,8.200495649906083,0,104.0,0.32814,135.0,162.64725,12.03477,1.66528,1e-05,WR,126.0,1200.0
-0.6164688637270217,8.200495649906083,0,96.0,3.27781,98.1301,8132.35791,11.3166,-0.03248,-0.0106,WR,20.0,800.0
-0.6142230755167226,8.200495649906083,0,90.0,0.32814,135.0,1463.8252,14.20415,-0.06555,-0.00319,WR,20.0,800.0
-0.6119772873064235,8.200495649906083,0,87.0,2.49745,111.80141,2968.0332,11.30711,-0.0116,-0.00317,WR,20.0,400.0
-0.6097314990961245,8.200495649906083,0,82.0,1.76652,113.19859,586.43292,10.7523,0.03582,0.00209,WR,20.0,400.0
-0.6074857108858271,8.200495649906083,0,78.0,2.07443,333.43494,9258.04102,12.35971,-0.01347,-0.0,WR,90.0,100.0
-0.6052399226755281,8.200495649906083,0,76.0,3.10994,296.56506,5641232.0,17.95761,-0.00312,0.0,WR,90.0,100.0
-0.602994134465229,8.200495649906083,0,74.0,2.38751,29.0546,7104.53662,11.8153,0.0,0.0,WR,90.0,400.0
-0.6007483462549299,8.200495649906083,1,74.0,0.32814,225.0,2277.06128,14.64472,0.0,0.0,WR,90.0,400.0
