,Lon,Lat,DEM,slope,slope_aspect,SPI,STI,TWI,plan_curvature,general_curvature,soiltype,landcover,distance_to_river,label
1894,-0.40752072864082,8.15225611914886,75.0,0.0,,254199.76563,,17.14137,0.0,0.0,WR,90.0,400.0,1
1895,-0.490525060893464,8.10078265336882,77.0,1.76652,336.80139,1626.47156,,9.73219,0.02126,0.00015,WR,90.0,100.0,1
1896,-0.669199970904837,8.33766839379113,75.0,0.0,,44337.16406,,15.39536,0.0,0.0,WR,80.0,1200.0,1
1897,-0.584039681970307,8.14551875451797,75.0,0.0,,9360.06836,,13.84132,0.0,0.0,WR,90.0,1200.0,1
1898,-0.731992209264792,8.38914185957118,75.0,0.0,,13793.78516,,14.22854,0.0,0.0,WR,80.0,800.0,1
1899,-0.762714591981679,8.33901586671731,75.0,0.0,,36455.00391,,15.1997,0.0,0.0,WR,90.0,400.0,1
1900,-0.689412064797526,8.26463536119222,75.0,0.0,,15271.69043,,14.33022,0.0,0.0,WR,90.0,800.0,1
1901,-0.81337957400602,8.53520792476902,81.0,0.7337,161.56505,363.69025,8.59086,11.23005,0.0,0.00106,WR,90.0,400.0,1
1902,-0.635513147750355,8.14093734656896,83.0,2.49745,111.80141,9727.60645,0.53716,11.80861,-0.00583,-0.00106,WR,90.0,800.0,1
1903,-0.763792570322622,8.42579312316326,78.0,2.49745,21.80141,1341.22302,,9.92502,0.00903,-0.00056,WR,80.0,800.0,1
1904,-0.805025241863709,8.43172200403845,79.0,0.7337,251.56505,5091.66309,41.85172,13.84,-0.0004,-0.00094,WR,90.0,2000.0,1
1905,-0.822272895318803,8.42929655277133,81.0,0.0,,492.63519,,10.92659,0.03741,1e-05,WR,90.0,1200.0,1
1906,-0.850030837598097,8.49774817742123,79.0,0.7337,288.43494,363.69025,8.59086,11.23005,0.0652,0.00319,WR,90.0,100.0,1
1907,-0.626350331852336,8.30290359229571,75.0,0.0,,8867.43359,,13.78734,0.0,0.0,WR,80.0,800.0,1
1908,-0.68132722724045,8.26382687743651,75.0,0.0,,16256.96094,,14.39267,0.0,0.0,WR,90.0,400.0,1
1909,-0.478936793728322,8.20076514449132,75.0,0.0,,24631.75977,,14.80786,0.0,0.0,WR,80.0,800.0,1
1910,-0.519899970684173,8.23606893515722,75.0,5.11209,84.80557,7111219.0,774.77063,17.19183,-0.00052,-0.00123,WR,90.0,800.0,1
1911,-0.703156288644555,8.12099474726151,75.0,0.46405,90.0,28752.23633,,16.48538,0.0,0.0,WR,90.0,800.0,1
1912,-0.769990945783047,8.33955485588779,75.0,0.0,,38918.18359,,15.26505,0.0,0.0,WR,90.0,100.0,1
1913,-0.837634086677248,8.49936514493265,78.0,10.10326,0.0,20241.49609,5.47317,9.96001,0.0009,-0.00197,WR,80.0,100.0,1
1914,-0.77241639705017,8.34171081256967,79.0,1.18295,11.30993,920.07159,8.43602,10.3019,0.0,-0.00027,WR,90.0,400.0,1
1915,-0.730914230923848,8.4020775996625,75.0,0.0,,21183.3125,,14.65714,0.0,0.0,WR,90.0,400.0,1
1916,-0.765409537834038,8.4230981773109,75.0,0.0,,12808.51563,,14.15452,0.0,0.0,WR,80.0,800.0,1
1917,-0.488908093382049,8.19375828527519,75.0,0.0,,195083.53125,,16.87669,0.0,0.0,WR,90.0,400.0,1
1918,-0.652221812034978,8.33254799667165,75.0,0.0,,25617.03125,,14.84706,0.0,0.0,WR,80.0,400.0,1
1919,-0.802869285181822,8.42255918814043,79.0,1.67271,33.69007,64688.61719,,14.73145,0.89125,0.0,WR,80.0,2000.0,1
1920,-0.588082100748844,8.12746261730717,75.0,0.0,,66505.75,,15.80071,0.0,0.0,WR,90.0,400.0,1
1921,-0.611258635079128,8.21504835750882,75.0,0.0,,41381.35547,,15.3264,0.0,0.0,WR,80.0,100.0,1
1922,-0.851917299694748,8.47025972972718,80.0,0.0,,5911.62256,,13.38276,0.0,0.0,WR,90.0,1200.0,1
1923,-0.552778310082947,8.24577074022571,75.0,0.92804,90.0,196895.32813,,17.02286,0.0,0.0,WR,90.0,100.0,1
1924,-0.549005385889645,8.1562985379274,75.0,0.0,,83255.35156,,16.02529,0.0,0.0,WR,90.0,400.0,1
1925,-0.85569022388805,8.48750738318227,79.0,1.76652,336.80139,1028.67126,,10.19033,0.0118,0.00106,WR,90.0,100.0,1
1926,-0.390542569770961,8.25089113734519,75.0,0.98432,225.0,2277.06128,,14.64472,-0.64034,0.0,WR,90.0,100.0,1
1927,-0.665157552126299,8.24684871856665,75.0,0.0,,11823.24512,,14.07458,0.0,0.0,WR,90.0,400.0,1
1928,-0.784274158800548,8.3764756140651,75.0,0.0,,62072.03125,,15.73174,0.0,0.0,WR,90.0,400.0,1
1929,-0.775919826658236,8.36057543353618,82.0,0.7337,108.43495,162.64725,,12.03477,1.18107,0.0,WR,90.0,1200.0,1
1930,-0.548196902133938,8.16276640797306,75.0,0.0,,98034.40625,,16.18867,0.0,0.0,WR,80.0,400.0,1
1931,-0.599670367913986,8.29293229264198,75.0,0.92804,0.0,20701.60938,,14.77104,0.0,0.0,WR,90.0,400.0,1
1932,-0.836286613751068,8.4621748921701,79.0,0.65625,45.0,1951.76685,23.72275,13.1073,-0.00367,-1e-05,WR,90.0,400.0,1
1933,-0.58835159533408,8.12153373643198,75.0,0.0,,23646.49023,,14.76707,0.0,0.0,WR,80.0,400.0,1
1934,-0.71258859912781,8.37081622777514,77.0,0.92804,180.0,11500.89453,,14.18382,0.0,0.0,WR,90.0,800.0,1
1935,-0.498070909280068,8.11129294219301,77.0,0.32814,135.0,12686.4834,,14.16409,0.0,0.0,WR,90.0,400.0,1
1936,-0.705042750741206,8.37485864655368,80.0,0.0,,3941.08154,,12.97862,-0.01347,-0.0,WR,90.0,800.0,1
1937,-0.595897443720684,8.12961857398905,75.0,0.0,,99512.30469,,16.20362,0.0,0.0,WR,90.0,400.0,1
1938,-0.756516216521255,8.33497344793878,75.0,0.0,,34484.46484,,15.14415,0.0,0.0,WR,90.0,1200.0,1
1939,-0.792358996357624,8.07679763528282,81.0,0.7337,18.43495,8364.87598,56.37327,14.33555,0.00044,-0.00084,WR,90.0,400.0,1
1940,-0.8432934729672,8.44816117373784,76.0,0.92804,180.0,419885.96875,284.57172,17.29464,0.0,0.0,WR,90.0,400.0,1
1941,-0.674589862609554,8.32338518077363,75.0,0.0,,230060.625,,17.0416,0.0,0.0,WR,80.0,800.0,1
1942,-0.81014563898319,8.4336084661351,80.0,0.92804,0.0,650.58899,,13.39762,-0.01347,-0.0,WR,80.0,1600.0,1
1943,-0.839520548773899,8.4764581051876,76.0,0.7337,71.56505,13092.84863,73.75951,14.78307,0.00035,-0.00103,WR,80.0,1200.0,1
1944,-0.855420729302814,8.50367705829642,77.0,3.02249,237.52881,2999.06567,7.02018,10.49102,0.00865,0.0007,WR,80.0,400.0,1
1945,-0.670816938416252,8.34413626383679,75.0,0.0,,47785.61328,,15.47024,0.0,0.0,WR,80.0,800.0,1
1946,-0.821464411563096,8.43684240115793,79.0,1.03755,243.43495,49890.5625,,15.42713,0.0,0.0,WR,90.0,400.0,1
1947,-0.384523857367361,8.37620611947986,148.0,1.85559,180.0,1840.14319,12.78662,10.97948,0.0,-0.00213,Lp,20.0,800.0,0
1948,-0.781758876005012,8.2953577439091,94.0,0.46405,270.0,3220.25049,,14.29814,-4.3108,-1e-05,Lf,126.0,800.0,0
1949,-0.678811944444917,8.42094222062901,107.0,3.52969,66.80141,3503.52686,13.13015,10.33555,0.00286,-0.00213,WR,20.0,400.0,0
1950,-0.671266096058313,8.38482994620741,95.0,1.3527,210.96375,670.61169,3.79138,10.61816,0.01165,0.00213,WR,20.0,1200.0,0
1951,-0.678272955274444,8.41689980185047,107.0,0.92804,180.0,11960.93066,,14.22299,-0.06505,-0.00314,WR,126.0,800.0,0
1952,-0.606856890186942,8.21882128170212,75.0,0.0,,42859.26172,,15.36147,0.0,0.0,WR,80.0,800.0,0
1953,-0.616289200670197,8.4554375275392,88.0,1.64025,135.0,984015.6875,,17.49235,-1e-05,-0.00097,Lp,20.0,400.0,0
1954,-0.738100753196804,8.30344258146618,82.0,1.99519,125.53767,989.34442,,10.22931,0.00974,0.00243,WR,90.0,1200.0,0
1955,-0.57451753995864,8.49154980196081,114.0,0.92804,180.0,3370912.25,,21.24935,0.0,0.0,Lp,20.0,100.0,0
1956,-0.495825121069769,8.48157850230708,163.0,2.38751,29.0546,5920.44727,24.72642,11.63403,-0.00576,-0.00213,Lp,20.0,800.0,0
1957,-0.665876204353594,8.26571333953316,75.0,0.0,,13301.15039,,14.19222,0.0,0.0,WR,80.0,2000.0,0
1958,-0.421714110129908,8.2126229062417,101.0,0.65625,225.0,5855.30078,45.8604,14.20238,-0.00052,-0.00107,WR,20.0,400.0,0
1959,-0.685279814490576,8.14740521661462,95.0,0.32814,45.0,325.29449,,12.71235,-1.61873,-1e-05,WR,20.0,800.0,0
1960,-0.744838117827701,8.23229601096391,103.0,1.03755,116.56505,514.33569,,10.88348,0.0,0.00105,Lf,20.0,100.0,0
1961,-0.61278577106213,8.50179059619977,111.0,3.02249,184.39871,4498.59863,8.95372,10.89124,-0.00279,-0.00319,Lp,20.0,800.0,0
1962,-0.648628550898501,8.12961857398905,81.0,2.56114,174.80557,109247.10156,,14.40267,0.00166,-0.00085,WR,90.0,400.0,0
1963,-0.730015915639729,8.4411543145217,98.0,1.64025,225.0,10572.06934,,12.96135,-0.01126,-0.0021,WR,20.0,1200.0,0
1964,-0.402849489163399,8.52739258179718,134.0,1.76652,336.80139,875.88208,7.51244,10.35112,0.01153,0.00213,Lp,20.0,800.0,0
1965,-0.680428911956332,8.05739402514584,84.0,2.20014,108.43495,727.38049,,10.5369,-0.02248,-7e-05,Lf,20.0,1200.0,0
1966,-0.495016637314062,8.1382424007166,75.0,0.0,,57145.68359,,15.64907,-0.01347,-0.0,WR,80.0,400.0,0
1967,-0.417941185936607,8.09970467502787,83.0,0.32814,315.0,2530.19678,,14.0576,-4.3108,-1e-05,WR,20.0,800.0,0
1968,-0.659408334307933,8.52766207638241,153.0,2.20014,71.56505,5455.35303,,11.71585,-0.02165,-0.00425,Lp,20.0,1200.0,0
1969,-0.5419086951451,8.31395287029038,114.0,1.3919,270.0,8280.64453,1.4822,13.04576,-0.0348,-0.00213,Lp,20.0,1600.0,0
1970,-0.831076385103175,8.40692850219675,106.0,5.27612,164.74487,1896.77527,,9.57844,0.00372,0.00106,WR,20.0,2000.0,0
1971,-0.544064651826988,8.06628734645863,86.0,1.18295,348.69006,17565.90234,,16.68581,-0.0,-0.00105,Lf,124.0,400.0,0
1972,-0.645125121290434,8.35976694978047,79.0,0.0,,1477.90564,,12.00438,0.0,0.0,WR,90.0,800.0,0
1973,-0.822722052960863,8.52011622799581,102.0,0.98432,45.0,15614.13281,,14.3715,-0.0007,-0.00107,WR,126.0,1600.0,0
1974,-0.862068262405298,8.11560485555679,115.0,0.7337,71.56505,363.69025,8.59086,11.23005,-0.03438,-0.0021,Lf,20.0,400.0,0
1975,-0.405274940430521,8.54464023525227,141.0,1.03755,63.43495,920.07159,,11.67263,0.0,0.00106,Lp,20.0,1200.0,0
1976,-0.660755807234114,8.43118301486798,120.0,0.32814,315.0,487.94165,,10.93616,0.01148,0.00209,WR,20.0,1600.0,0
1977,-0.692556168291945,8.13231351984141,80.0,1.99519,215.53769,120700.01563,,15.00221,-0.00259,-0.00015,WR,20.0,100.0,0
1978,-0.704144435457087,8.44007633618076,106.0,1.76652,246.80141,975.88342,,13.80044,-2.15878,-1e-05,WR,126.0,1600.0,0
1979,-0.593921150095621,8.41204889931623,119.0,1.03755,116.56505,1301.17798,,14.0868,-4.3108,-1e-05,Lp,20.0,1200.0,0
1980,-0.812750753307137,8.29212380888627,89.0,0.46405,0.0,2082.90063,,10.85556,-0.0,-0.001,Lf,126.0,100.0,0
1981,-0.406352918771464,8.3163783215575,100.0,0.32814,315.0,5060.39355,,13.36445,7e-05,-0.00106,Lp,20.0,100.0,0
1982,-0.642969164608546,8.29697471142052,75.0,0.0,,16749.5957,,14.4225,0.0,0.0,WR,80.0,3000.0,0
1983,-0.434919344806465,8.45651550588015,147.0,0.46405,270.0,28292.20117,,16.46926,0.0,0.0,Lp,20.0,800.0,0
1984,-0.514150752865808,8.3983046754692,112.0,2.96877,308.65979,101625.46094,110.76244,14.03459,0.01158,-0.00109,Lp,20.0,400.0,0
1985,-0.521427106667176,8.3659653252409,96.0,0.92804,180.0,1380.10742,,12.07285,-0.06504,-0.00293,Lp,126.0,400.0,0
1986,-0.617097684425906,8.28862037927821,75.0,0.0,,35469.73438,,15.17231,0.0,0.0,WR,80.0,1200.0,0
1987,-0.376978008980757,8.40450305092963,136.0,0.7337,161.56505,586.43292,5.51117,10.7523,0.0,0.00105,Lp,20.0,800.0,0
1988,-0.613594254817839,8.40638951302628,92.0,0.65625,225.0,848653.9375,,18.26064,-0.00052,-0.00107,Lp,126.0,100.0,0
1989,-0.502562485700667,8.48211749147755,163.0,0.92804,0.0,33582.61328,,15.25456,-0.00052,-0.00107,Lp,126.0,400.0,0
1990,-0.466450211279062,8.32769709413741,127.0,0.7337,341.56506,5520.42969,,14.83619,0.0,-1e-05,Lp,126.0,800.0,0
1991,-0.844012125194496,8.33416496418307,81.0,0.65625,315.0,16915.3125,86.67151,15.26209,0.0,0.0,WR,90.0,400.0,0
1992,-0.532745879247082,8.29859167893193,93.0,1.67271,146.30994,249467.54688,132.16685,16.50576,-0.03458,-0.00213,Lp,126.0,400.0,0
1993,-0.656713388455575,8.50367705829642,121.0,1.03755,153.43495,1028.67139,,11.56106,3e-05,-0.00104,Lp,126.0,100.0,0
1994,-0.643508153779019,8.07275521650429,92.0,0.65625,315.0,514.33569,,10.88348,0.02305,0.00212,Lf,126.0,1200.0,0
1995,-0.806282883261476,8.23499095681627,108.0,1.03755,63.43495,26712.29883,,13.49494,0.01137,-0.00213,Lf,40.0,800.0,0
1996,-0.595807612192273,8.31449185946085,80.0,1.64025,98.1301,8796.48926,20.41513,11.23809,-0.01159,-0.00316,WR,40.0,800.0,0
1997,-0.737292269441097,8.1525256137341,103.0,1.31233,225.0,5204.71094,25.72041,12.70051,-0.0461,-0.00213,WR,126.0,1200.0,0
1998,-0.678811944444917,8.39695720254302,95.0,0.7337,198.43495,10120.78711,,14.05616,-0.0,-0.00106,WR,126.0,1200.0,0
1999,-0.392339200339201,8.21720431419071,75.0,0.0,,16256.96094,,14.39267,-0.01347,-0.0,WR,80.0,1200.0,0
2000,-0.489896240194581,8.30829348400042,107.0,1.31233,225.0,21851.69727,40.86648,12.99349,0.00554,-0.00107,Lp,20.0,400.0,0
2001,-0.603353460578877,8.26220990992509,75.0,0.0,,103453.39063,,16.24246,0.0,0.0,WR,80.0,2000.0,0
2002,-0.562390283623026,8.09943518044264,105.0,0.92804,90.0,97588.32813,149.30649,15.62794,-0.01738,-0.00315,WR,116.0,800.0,0
2003,-0.537057792610856,8.20507705785509,75.0,0.0,,128085.14844,,16.456,0.0,0.0,WR,80.0,800.0,0
2004,-0.64997602382468,8.19995666073561,100.0,1.18295,78.69006,586.43292,5.51117,10.7523,0.01756,0.00318,WR,20.0,800.0,0
2005,-0.566971691572036,8.11964727433532,75.0,0.0,,6896.89258,,13.53653,0.0,0.0,WR,80.0,2000.0,0
2006,-0.564815734890148,8.31152741902326,89.0,0.32814,135.0,1463.82495,,12.01396,0.0,0.00105,WR,20.0,400.0,0
2007,-0.445968622801136,8.52335016301864,140.0,0.32814,225.0,162.64725,,12.03477,0.0652,2e-05,Lp,20.0,800.0,0
2008,-0.427104001834627,8.28888987386344,122.0,1.99519,144.46233,1150.08936,6.98417,10.07876,0.01153,0.00213,Lp,126.0,1200.0,0
2009,-0.437883785244059,8.22232471131019,110.0,0.7337,18.43495,363.69025,8.59086,11.23005,0.00049,-0.00104,WR,20.0,1200.0,0
2010,-0.592843171754678,8.23202651637868,75.0,0.0,,87689.0625,,16.07716,0.0,0.0,WR,80.0,800.0,0
2011,-0.840508695586429,8.30425106522189,113.0,1.64025,351.8699,670.61169,3.79138,10.61816,0.06519,0.00316,Lf,20.0,1200.0,0
2012,-0.497442088581184,8.23283500013438,95.0,1.03755,243.43495,89494.40625,,16.01133,-0.04586,-0.00423,WR,126.0,1200.0,0
2013,-0.463216276256231,8.24011135393575,93.0,1.18295,258.69006,7007.05664,26.15985,12.40316,-0.02304,-0.00211,WR,126.0,800.0,0
2014,-0.402041005407691,8.06952128148146,101.0,2.07443,153.43495,11829.72168,,13.98897,-0.06372,-0.00522,WR,126.0,1200.0,0
2015,-0.698485049167134,8.4012691159068,91.0,1.31233,135.0,1380.10742,,12.07285,0.01731,-0.00108,WR,126.0,800.0,0
2016,-0.483158875563683,8.45732398963585,154.0,2.9324,161.56505,975.88324,,10.24301,0.00816,-2e-05,Lp,20.0,800.0,0
2017,-0.416593713010428,8.36353987397378,167.0,1.3919,0.0,586.43292,5.51117,10.7523,0.03195,1e-05,Lp,126.0,1200.0,0
2018,-0.561581799867318,8.33659041545019,111.0,2.56114,84.80557,1270.31519,,9.97933,0.03193,0.00425,Lp,20.0,1200.0,0
2019,-0.694712124973831,8.31583933238703,75.0,0.0,,66505.75,,15.80071,0.0,0.0,WR,80.0,100.0,0
2020,-0.669918623132133,8.06655684104386,79.0,2.07443,153.43495,3086.01367,,11.26813,-0.37276,0.0,Lf,90.0,400.0,0
2021,-0.43599732314741,8.43845936866934,163.0,1.3527,329.03625,4946.72217,,11.81372,-0.02333,-0.00319,Lp,126.0,800.0,0
2022,-0.430068442272221,8.24280629978811,94.0,0.7337,161.56505,2545.83154,27.61184,13.14912,-0.00049,-0.00107,WR,126.0,400.0,0
2023,-0.639735229585717,8.41878626394713,85.0,1.03755,333.43494,213449.3125,,16.88045,-1e-05,-0.00107,WR,20.0,400.0,0
2024,-0.38128992234453,8.12988806857429,75.0,0.0,,361594.21875,,17.49375,0.0,0.0,WR,80.0,800.0,0
2025,-0.534632341343732,8.08407398908419,96.0,1.03755,153.43495,514.33569,,10.88348,0.06446,0.00318,WR,126.0,400.0,0
2026,-0.659138839722699,8.27433716626071,75.0,0.0,,16749.5957,,14.4225,0.0,0.0,WR,80.0,3000.0,0
2027,-0.748880536606238,8.14713572202938,90.0,1.91265,165.96375,948.388,3.74545,10.27159,0.02328,0.00106,WR,20.0,800.0,0
2028,-0.681237395712039,8.2592454694875,75.0,0.0,,8374.79785,,13.73029,0.0,0.0,WR,90.0,800.0,0
2029,-0.647820067142792,8.30748500024472,75.0,0.0,,33006.55859,,15.10037,0.0,0.0,WR,80.0,3000.0,0
2030,-0.582602377515714,8.34009384505826,108.0,2.49745,158.19859,16102.89453,6.35799,12.54056,0.00015,-0.00106,Lp,20.0,400.0,0
2031,-0.607126384772178,8.44816117373783,95.0,1.18295,78.69006,12901.52344,35.21255,13.8134,-0.03463,-0.00211,Lp,20.0,400.0,0
2032,-0.694712124973831,8.33632092086495,75.0,0.0,,3154835.75,,19.65988,0.0,0.0,WR,80.0,100.0,0
2033,-0.804935410335297,8.48939384527892,86.0,0.0,,985.27039,,11.60416,0.0,0.0,WR,20.0,1600.0,0
2034,-0.639465735000481,8.26194041533986,75.0,0.0,,40396.08594,,15.30231,0.0,0.0,WR,80.0,2000.0,0
2035,-0.603892449749347,8.13932037905754,84.0,0.65625,135.0,11829.72168,,13.98897,-0.03477,-0.00205,WR,20.0,800.0,0
2036,-0.616828189840669,8.45112561417543,92.0,0.0,,230.01791,,11.6882,0.06473,0.00312,Lp,20.0,400.0,0
2037,-0.624374038227273,8.06278391685056,118.0,0.32814,315.0,460.0358,,10.99505,-0.03418,-0.00222,Lf,126.0,800.0,0
2038,-0.520079633740997,8.29131532513057,104.0,0.46405,0.0,230.01791,,11.6882,8.61481,0.00637,Lp,20.0,1200.0,0
2039,-0.84697656563209,8.28619492801108,100.0,2.20014,161.56505,11610.77734,,13.01567,-0.02305,-0.00213,Lf,126.0,400.0,0
2040,-0.573170067032461,8.29993915185811,98.0,1.46716,288.43494,23421.19922,63.41696,14.2015,-0.04604,-0.00213,WR,20.0,1600.0,0
2041,-0.831076385103175,8.36650431441137,99.0,1.18295,11.30993,363.69025,8.59086,11.23005,0.0,0.0,WR,20.0,400.0,0
2042,-0.757773857919021,8.24900467524854,94.0,1.67271,123.69006,3317.36523,,11.76857,-0.02346,-0.00108,Lf,20.0,800.0,0
2043,-0.40608342418623,8.21936027087259,84.0,1.91265,284.03625,1896.776,5.67704,10.94917,-0.01175,-0.00107,WR,126.0,800.0,0
2044,-0.67530851483685,8.23337398930486,105.0,3.02249,94.3987,2540.63037,,10.65691,0.0,-0.00106,Lf,50.0,1200.0,0
2045,-0.443004182363541,8.07383319484523,109.0,0.92804,0.0,590225.9375,,18.12065,0.0,0.0,Lf,126.0,800.0,0
2046,-0.727320969787369,8.47403265392048,91.0,2.3649,281.30994,2345.7312,14.18525,10.73673,0.00643,-0.00109,Lp,20.0,800.0,0
2047,-0.427104001834627,8.54598770817845,161.0,1.3527,120.96376,670.61169,3.79138,10.61816,0.02333,0.00319,Lp,20.0,1600.0,0
2048,-0.594460139266094,8.32634962121123,85.0,0.65625,135.0,6131.17432,24.14572,12.27019,0.00062,-0.00104,WR,20.0,100.0,0
2049,-0.436266817732646,8.14336279783608,75.0,0.0,,187694.0,,16.83808,-0.01347,-0.0,WR,80.0,800.0,0
2050,-0.746455085339116,8.07895359196471,85.0,2.49745,248.19859,2682.44604,,10.60259,0.01119,0.00103,Lf,20.0,800.0,0
2051,-0.462138297915287,8.14902218412603,75.0,0.0,,149761.09375,,16.61233,0.0,0.0,WR,80.0,800.0,0
2052,-0.686627287416755,8.42956604735656,103.0,0.92804,270.0,492.63519,,10.92659,0.02878,1e-05,WR,20.0,400.0,0
2053,-0.65779136679652,8.2773016066983,75.0,0.0,,19705.4082,,14.58488,0.0,0.0,WR,80.0,3000.0,0
2054,-0.868805627036195,8.32877507247835,83.0,2.10017,6.34019,29276.49219,56.41365,12.80349,-0.31107,-0.01063,WR,40.0,1200.0,0
2055,-0.457017900795806,8.36407886314425,149.0,0.65625,315.0,2571.67847,,12.46789,-0.02277,-0.0021,Lp,20.0,1600.0,0
2056,-0.690130717024822,8.28996785220439,75.0,0.0,,29065.47656,,14.97328,0.0,0.0,WR,80.0,800.0,0
2057,-0.782297865175485,8.49532272615411,95.0,1.67271,236.30994,709916.125,,17.12664,-0.01169,-0.00107,WR,20.0,800.0,0
2058,-0.509838839502034,8.21289240082693,82.0,1.46716,198.43495,1454.76099,,11.21448,-0.04482,-0.00413,WR,30.0,400.0,0
2059,-0.737831258611568,8.27433716626071,97.0,2.3649,281.30994,727.38049,,10.5369,0.05869,0.00742,Lf,20.0,400.0,0
2060,-0.447585590312551,8.20831099287792,113.0,0.46405,180.0,460.03583,,12.36577,0.00025,-0.00104,WR,20.0,1600.0,0
2061,-0.641621691682367,8.49370575864269,134.0,1.99519,234.46233,989.34442,,10.22931,0.00583,0.00106,WR,126.0,800.0,0
2062,-0.602814471408404,8.06655684104386,115.0,2.64366,195.25513,1311.30347,,9.94758,0.0649,0.00272,Lf,126.0,100.0,0
2063,-0.541369705974629,8.33362597501259,98.0,0.98432,45.0,670.61169,3.79138,10.61816,0.00581,0.00102,Lp,20.0,800.0,0
2064,-0.570475121180102,8.09889619127216,108.0,0.46405,0.0,690.05371,,12.766,-0.06483,-0.00296,Lf,30.0,1200.0,0
2065,-0.496094615655005,8.34386676925156,103.0,0.7337,251.56505,1091.07068,16.60769,12.30785,-0.06505,-0.00311,Lp,20.0,400.0,0
2066,-0.630033424517226,8.44708319539689,98.0,0.98432,135.0,487.94165,,10.93616,0.01158,0.0021,Lp,20.0,800.0,0
2067,-0.520618622911469,8.27837958503924,92.0,0.46405,180.0,230.01791,,11.6882,0.0001,-0.00105,WR,20.0,800.0,0
2068,-0.47696050010326,8.21693481960547,81.0,1.64025,98.1301,1626.47217,,11.10291,4e-05,-0.0021,WR,20.0,400.0,0
2069,-0.502562485700667,8.51472633629109,169.0,1.31233,45.0,162.64725,,12.03477,4.56533,0.00423,Lp,40.0,1200.0,0
2070,-0.765050211720389,8.2058855416108,111.0,1.64025,278.1301,22770.60938,,13.72729,-0.02301,-0.00305,Lf,20.0,1200.0,0
2071,-0.765319706305625,8.09862669668693,78.0,2.31903,90.0,8535.49219,13.99747,12.44097,0.0,0.0,WR,20.0,400.0,0
2072,-0.83457981471124,8.39749619171349,113.0,1.31233,135.0,650.58887,7.38625,10.64848,0.0,0.0,WR,20.0,1200.0,0
2073,-0.501754001944958,8.40908445887863,130.0,1.64025,261.8699,1626.47217,,11.10291,-0.03235,-0.00422,Lp,20.0,400.0,0
2074,-0.694173135803359,8.09566225624933,101.0,0.98432,315.0,66360.0625,,15.81766,1.96175,0.0,Lf,20.0,800.0,0
2075,-0.755348406651899,8.10859799634066,85.0,0.32814,225.0,727.38049,13.02131,11.90763,-0.00014,-0.00106,WR,20.0,400.0,0
2076,-0.749958514947181,8.10913698551113,98.0,1.18295,348.69006,1172.86584,8.35337,11.42987,0.0,-1e-05,WR,20.0,1200.0,0
2077,-0.598772052629867,8.52874005472336,103.0,0.7337,341.56506,2011.83508,7.32942,11.69596,-0.01347,-0.0,Lp,126.0,400.0,0
2078,-0.850210500654921,8.46190539758486,81.0,0.92804,270.0,4391.47461,,13.10553,-0.03446,-0.00168,WR,90.0,1200.0,0
2079,-0.613863749403075,8.20804149829269,82.0,1.31233,45.0,1951.7666,14.27896,11.72627,0.02315,-0.00211,WR,20.0,800.0,0
2080,-0.671805085228783,8.46648680553387,115.0,1.18295,101.30994,2345.73169,12.66135,12.11514,0.0,0.00106,WR,20.0,400.0,0
2081,-0.472379092154251,8.20534655244033,87.0,9.83358,322.59464,4922.58008,,8.62477,0.01723,0.00424,WR,40.0,400.0,0
2082,-0.491513207705996,8.29940016268764,114.0,1.3527,30.96376,4364.28271,,12.30258,-0.0652,-0.00319,Lp,20.0,800.0,0
2083,-0.421983604715145,8.32608012662599,118.0,1.76652,113.19859,875.88208,7.51244,10.35112,0.01166,0.00319,Lp,126.0,400.0,0
2084,-0.555652918992129,8.54302326774086,154.0,1.46716,288.43494,10910.70703,,13.21569,-0.00018,-0.00107,Lp,126.0,2000.0,0
2085,-0.470492630057599,8.08272651615801,110.0,1.03755,63.43495,514.33569,,10.88348,0.02303,0.00212,Lf,126.0,1200.0,0
2086,-0.571283604935809,8.10213012629499,109.0,1.64025,98.1301,813.23608,,10.42533,0.01116,0.00205,Lf,124.0,1200.0,0
2087,-0.65051501299515,8.4592104517325,96.0,3.82105,75.96376,2082.89966,0.04431,9.48484,0.01612,0.002,WR,20.0,100.0,0
2088,-0.710881800087982,8.29374077639769,75.0,0.0,,23153.85352,,14.74603,0.0,0.0,WR,80.0,1600.0,0
2089,-0.58745328004996,8.19241081234901,75.0,0.0,,15271.69043,,14.33022,0.0,0.0,WR,80.0,800.0,0
2090,-0.440039741925947,8.18136153435434,85.0,1.03755,116.56505,10801.0498,,13.89813,-0.02298,-0.00209,WR,20.0,800.0,0
2091,-0.795233605266805,8.11991676892056,91.0,1.3919,180.0,690.05371,0.33373,10.58958,0.03272,0.00424,WR,20.0,400.0,0
2092,-0.41066483213524,8.52254167926293,135.0,3.48387,93.81407,2169.98315,,9.44388,0.01616,0.00743,Lp,20.0,800.0,0
2093,-0.844551114364968,8.05820250890155,82.0,1.85559,0.0,1658.68262,,11.0833,-0.06546,-0.00177,WR,90.0,100.0,0
2094,-0.729476926469257,8.33039203998977,75.0,0.0,,25617.03125,,14.84706,0.0,0.0,WR,80.0,1600.0,0
2095,-0.431954904368871,8.14929167871127,75.0,0.0,,227597.45313,,17.03083,0.0,0.0,WR,80.0,800.0,0
