,Lon,Lat,DEM,slope,slope_aspect,SPI,STI,TWI,plan_curvature,general_curvature,soiltype,landcover,distance_to_river,label
129,-0.670188117717368,8.12476767145481,75.0,0.0,,13793.78516,,14.22854,-0.00312,0.0,WR,90.0,100.0,1
130,-0.836196782222656,8.49720918825076,82.0,0.0,,727.38049,,10.5369,0.0178,0.00313,WR,80.0,400.0,1
131,-0.403657972919106,8.24765720232236,76.0,0.92804,90.0,5404040.5,,20.33502,-0.06483,-0.00295,WR,90.0,100.0,1
132,-0.860990284064355,8.49774817742123,80.0,1.3527,300.96375,2011.83508,7.32942,11.69596,-0.03355,-0.00213,WR,90.0,1200.0,1
133,-0.721931078082653,8.37944005450269,75.0,0.7337,198.43495,6182.73389,47.02252,14.03375,0.0,0.0,WR,90.0,100.0,1
134,-0.861529273234826,8.49667019908029,79.0,0.7337,251.56505,2602.35596,,14.77796,-0.9369,0.0,WR,80.0,1200.0,1
135,-0.712768262184634,8.28592543342585,75.0,0.0,,212325.76563,,16.96138,0.0,0.0,WR,90.0,2000.0,1
136,-0.698754543752369,8.28915936844868,75.0,0.0,,31528.65234,,15.05458,0.0,0.0,WR,90.0,400.0,1
137,-0.593651655510385,8.28538644425538,75.0,0.0,,468988.71875,,17.7538,0.0,0.0,WR,80.0,400.0,1
138,-0.741334688219634,8.2915848197158,75.0,0.0,,40888.72266,,15.31442,0.0,0.0,WR,90.0,400.0,1
139,-0.533015373832317,8.14255431408037,75.0,2.07443,333.43494,95666.42188,,14.69189,0.0,0.0,WR,90.0,400.0,1
140,-0.824608515057514,8.53439944101331,80.0,0.92804,90.0,460.0358,,10.99505,0.07891,1e-05,WR,90.0,800.0,1
141,-0.866919164939544,8.5117618958535,75.0,0.0,,8374.79785,,13.73029,0.0,0.0,WR,90.0,100.0,1
142,-0.794964110681571,8.37836207616175,77.0,1.99519,35.53768,147733.5,81.54286,14.12399,-0.00508,-0.00197,WR,90.0,400.0,1
143,-0.824878009642751,8.48885485610845,80.0,1.76652,203.19859,363.69025,8.59086,11.23005,0.0,0.00106,WR,80.0,400.0,1
144,-0.812481258721901,8.41609131809477,80.0,0.7337,71.56505,2057.34277,,12.24633,0.0,0.0,WR,90.0,1600.0,1
145,-0.723278551008832,8.39318427834972,79.0,0.0,,8374.79785,,13.73029,0.0,0.0,WR,90.0,400.0,1
146,-0.829189923006524,8.4621748921701,75.0,0.0,,9360.06836,,13.84132,0.0,0.0,WR,80.0,100.0,1
147,-0.782297865175485,8.39560972961684,75.0,0.0,,3448.44629,,12.84565,0.0,0.0,WR,80.0,400.0,1
148,-0.866919164939544,8.54005882730326,76.0,0.0,,492.63519,,10.92659,0.03701,2e-05,WR,90.0,2000.0,1
149,-0.714385229696049,8.39048933249736,80.0,0.0,,492.63519,,10.92659,0.0211,1e-05,WR,90.0,1200.0,1
150,-0.792269164829211,8.40315557800345,79.0,0.46405,0.0,650.58887,7.38625,10.64848,0.04619,0.00212,WR,90.0,400.0,1
151,-0.499328550677836,8.09350629956745,75.0,0.0,,21183.3125,,14.65714,0.0,0.0,WR,80.0,100.0,1
152,-0.706839381309445,8.37378066821274,82.0,0.7337,341.56506,363.69025,8.59086,11.23005,0.0,0.00105,WR,90.0,1200.0,1
153,-0.40338847833387,8.24684871856665,77.0,1.03755,63.43495,514.33569,,10.88348,0.0232,0.002,WR,90.0,100.0,1
154,-0.824878009642751,8.42444565023708,81.0,0.7337,251.56505,363.69025,8.59086,11.23005,0.00993,0.0,WR,90.0,800.0,1
155,-0.408239380868116,8.23876388100957,77.0,1.03755,116.56505,9258.04297,,13.74423,0.0,0.0,WR,90.0,100.0,1
156,-0.807091367017184,8.39992164298062,75.0,0.0,,12808.51563,,14.15452,0.0,0.0,WR,80.0,400.0,1
157,-0.667762666450246,8.32769709413741,75.0,0.0,,62564.67188,,15.73964,0.0,0.0,WR,80.0,400.0,1
158,-0.391261221998256,8.24065034310622,76.0,0.0,,6896.89258,,13.53653,-0.01347,-0.0,WR,90.0,400.0,1
159,-0.572631077861988,8.16653933216636,75.0,0.0,,58130.95313,,15.66615,0.0,0.0,WR,90.0,800.0,1
160,-0.584488839612366,8.14282380866561,75.0,0.0,,6896.89258,,13.53653,0.0,0.0,WR,90.0,1200.0,1
161,-0.7162716917927,8.12342019852863,79.0,1.46716,108.43495,58190.4375,,14.88794,0.0,0.0,WR,90.0,400.0,1
162,-0.736214291100154,8.29239330347151,75.0,0.32814,135.0,3903.53369,,15.18277,0.0,0.0,WR,90.0,400.0,1
163,-0.689591727854349,8.35653301475764,78.0,0.98432,135.0,33180.03125,,15.12475,0.0,0.0,WR,90.0,800.0,1
164,-0.681506890297275,8.26948626372646,75.0,0.0,,8374.79785,,13.73029,0.0,0.0,WR,90.0,400.0,1
165,-0.787148767709731,8.43603391740222,75.0,0.0,,57638.32031,,15.65765,0.0,0.0,WR,80.0,100.0,1
166,-0.738639742367276,8.13339149818235,81.0,2.49745,201.80141,7204.36621,,10.42032,0.0,0.0,WR,90.0,400.0,1
167,-0.374552557713633,8.53386045184284,111.0,0.46405,270.0,230.01791,,11.6882,0.06003,0.00416,Lp,90.0,100.0,1
168,-0.519271149985288,8.22609763550349,75.0,0.0,,23153.85352,,14.74603,0.0,0.0,WR,80.0,800.0,1
169,-0.392069705753965,8.24011135393575,77.0,0.0,,492.63519,,10.92659,0.03458,2e-05,WR,90.0,400.0,1
170,-0.745646601583408,8.13312200359712,77.0,2.80139,335.55603,28463.26367,,13.95021,0.0,0.0,WR,90.0,800.0,1
171,-0.704952919212793,8.29589673307957,75.0,0.0,,19212.77148,,14.55958,0.0,0.0,WR,80.0,1200.0,1
172,-0.732171872321615,8.29347128181245,75.0,0.0,,492.63519,,10.92659,0.00312,0.0,WR,90.0,100.0,1
173,-0.765050211720389,8.37485864655368,75.0,0.0,,104931.29688,,16.25664,0.0,0.0,WR,80.0,100.0,1
174,-0.765858695476098,8.11587435014202,76.0,2.07443,153.43495,44232.86328,,13.92089,0.0,0.0,WR,90.0,800.0,1
175,-0.668840644791189,8.32500214828505,75.0,0.0,,68968.92969,,15.83707,0.0,0.0,WR,80.0,800.0,1
176,-0.716002197207464,8.38294348411076,81.0,0.0,,492.63519,,10.92659,0.0149,2e-05,WR,90.0,400.0,1
177,-0.70522241379803,8.29374077639769,75.0,0.0,,14286.4209,,14.26359,0.0,0.0,WR,90.0,1200.0,1
178,-0.654557431773689,8.31691731072797,75.0,0.0,,47292.98047,,15.45988,0.0,0.0,WR,80.0,1600.0,1
179,-0.622757070715858,8.30452055980712,75.0,0.0,,14286.4209,,14.26359,0.0,0.0,WR,90.0,400.0,1
180,-0.836466276807892,8.46460034343722,78.0,1.64025,225.0,1626.47156,,9.73219,-4e-05,-0.00215,WR,90.0,100.0,1
181,-0.768014652157984,8.37458915196845,75.0,0.0,,1477.90564,,12.00438,-0.00312,0.0,WR,80.0,100.0,1
182,-0.802779453653409,8.47996153479566,78.0,0.32814,45.0,813.23621,,13.61918,0.0,0.0,WR,90.0,1600.0,1
183,-0.832154363444118,8.46163590299963,78.0,2.56114,185.19443,2540.63037,,10.65691,0.0,-0.00106,WR,90.0,400.0,1
184,-0.678003460689208,8.32554113745552,75.0,0.0,,82270.07031,,16.01338,-0.00312,0.0,WR,80.0,800.0,1
185,-0.766667179231804,8.41716929643571,75.0,0.0,,11823.24512,,14.07458,0.0,0.0,WR,80.0,400.0,1
186,-0.379133965662643,8.15306460290457,74.0,0.32814,225.0,11823.24512,,14.07458,-0.01347,-0.0,WR,90.0,1200.0,1
187,-0.681506890297275,8.35518554183146,76.0,0.92804,180.0,21161.64648,,14.793,0.0,0.0,WR,90.0,800.0,1
188,-0.783375843516428,8.33982435047302,75.0,0.0,,162569.60938,,16.69439,0.0,0.0,WR,80.0,400.0,1
189,-0.752653460799541,8.42121171521425,75.0,0.0,,28080.20508,,14.93881,0.0,0.0,WR,80.0,100.0,1
190,-0.76828414674322,8.37836207616175,80.0,1.64025,45.0,230.01791,,11.6882,0.0,0.0,WR,80.0,400.0,1
191,-0.703066457116144,8.30425106522189,75.0,0.0,,43351.89453,,15.3729,0.0,0.0,WR,80.0,800.0,1
192,-0.596616095947979,8.1600714621207,75.0,0.0,,9852.7041,,13.89252,0.0,0.0,WR,90.0,100.0,1
193,-0.552688478554535,8.24388427812906,75.0,0.0,,207399.42188,,16.93791,0.0,0.0,WR,80.0,100.0,1
194,-0.856408876115346,8.53278247350189,81.0,1.76652,113.19859,34969.15234,,14.15589,-0.03507,-0.00205,WR,90.0,800.0,1
195,-0.729476926469257,8.40099962132156,76.0,0.92804,270.0,3680.28638,,13.04708,0.0,0.0,WR,90.0,400.0,1
196,-0.852635951922043,8.43845936866934,80.0,0.98432,45.0,1138.53064,,13.95384,-2.10792,-1e-05,WR,90.0,100.0,1
197,-0.809786312869543,8.46244438675533,75.0,0.32814,225.0,12361.18945,,16.33454,0.0,0.0,WR,80.0,400.0,1
198,-0.81382873164808,8.46460034343722,75.0,0.0,,5418.98682,,13.29599,-0.00312,0.0,WR,80.0,100.0,1
199,-0.789574218976853,8.46271388134057,75.0,1.3919,270.0,2760.21484,0.76671,11.95243,-0.00012,-6e-05,WR,90.0,400.0,1
200,-0.787687756880201,8.44519673330024,76.0,1.91265,194.03625,33193.58203,31.61877,13.79646,-0.00085,-0.00094,WR,80.0,800.0,1
201,-0.72273956183836,8.38078752742887,76.0,0.0,,10345.33887,,13.94124,0.0,0.0,WR,90.0,400.0,1
202,-0.609821330624536,8.1134488988749,75.0,0.0,,34977.09766,,15.15833,0.0,0.0,WR,90.0,400.0,1
203,-0.731902377736379,8.39480124586114,75.0,0.0,,3448.44629,,12.84565,0.0,0.0,WR,90.0,400.0,1
204,-0.820566096278977,8.43845936866934,81.0,0.32814,315.0,162.64725,,12.03477,0.0,0.0,WR,90.0,400.0,1
205,-0.74295165573105,8.41150991014576,75.0,0.0,,11330.60938,,14.03208,0.0,0.0,WR,90.0,100.0,1
206,-0.672344074399255,8.2554725452942,76.0,1.03755,63.43495,6686.36426,,13.41949,0.0,0.0,WR,90.0,1200.0,1
207,-0.728937937298785,8.38725539747453,76.0,1.03755,206.56505,12365.46777,71.27281,14.72596,0.0,0.0,WR,90.0,1200.0,1
208,-0.728398948128314,8.39965214839538,77.0,1.03755,243.43495,2571.67847,,12.46789,0.0,0.0,WR,90.0,400.0,1
209,-0.543525662656515,8.23687741891292,75.0,0.0,,205190944.0,,23.83488,-0.01915,-1e-05,WR,90.0,100.0,1
210,-0.539483243877978,8.22933157052632,75.0,0.32814,45.0,57902.41406,,17.8784,0.0,0.0,WR,90.0,400.0,1
211,-0.721122594326946,8.36731279816708,75.0,0.0,,95078.59375,,16.15805,0.0,0.0,WR,90.0,400.0,1
212,-0.380750933174058,8.1773191155758,75.0,0.0,,27587.57031,,14.92112,0.0,0.0,WR,80.0,400.0,1
213,-0.712768262184634,8.36407886314425,75.0,0.0,,31528.65234,,15.05458,0.0,0.0,WR,80.0,400.0,1
214,-0.693634146632888,8.3516821122234,75.0,0.0,,55667.77344,,15.62287,0.0,0.0,WR,90.0,400.0,1
