Flood_ID,Lon,Lat,Flooded,Duration,Max_Duration,Event_Start_Date,Event_End_Date,Mean_Rainfall,Median_Rainfall,Max_Continuous_Rainy_Days,Max_Continuous_Rainfall,Max_Single_Day_Rainfall,Max_Rainfall_Increase
ROI1_2320,-0.7938861323406261,8.379170559917455,1,3,26,2003-08-10,2003-09-05,8.08025939647968,0.0,3,56.3975772857666,42.54294967651367,35.24848556518555
ROI1_2320,-0.4435431715340137,8.166269837581128,1,2,26,2003-08-10,2003-09-05,8.025999527711134,0.0,2,42.33834743499756,39.16219711303711,39.16219711303711
ROI1_2320,-0.7893047243916165,8.403155578003446,1,16,26,2003-08-10,2003-09-05,8.132007158719576,0.0,3,61.36130714416504,42.51144790649414,35.06360626220703
ROI1_2320,-0.6362317999776508,8.149022184126034,1,1,26,2003-08-10,2003-09-05,7.1619251141181355,2.8050293922424316,3,33.75508117675781,30.086877822875977,25.31631088256836
ROI1_2320,-0.7984675402896357,8.405850523855804,1,14,26,2003-08-10,2003-09-05,8.132007158719576,0.0,3,61.36130714416504,42.51144790649414,35.06360626220703
ROI1_2320,-0.6079348685278863,8.21289240082693,1,9,26,2003-08-10,2003-09-05,7.755191472860483,0.0,3,36.78287887573242,28.62042236328125,28.62042236328125
ROI1_2320,-0.586105807123781,8.128001606477637,1,5,26,2003-08-10,2003-09-05,7.1424943116995,0.0,3,32.48057556152344,38.27754211425781,25.518362045288086
ROI1_2320,-0.7227395618383596,8.382943484110758,1,17,26,2003-08-10,2003-09-05,8.176556403820332,0.0,4,54.28732872009277,41.01380920410156,31.021331787109375
ROI1_2320,-0.8440121251944959,8.469990235141939,1,3,26,2003-08-10,2003-09-05,8.331206174997183,0.0,2,65.36454582214355,40.852840423583984,40.852840423583984
ROI1_2320,-0.7529229553847756,8.331470018330709,1,7,26,2003-08-10,2003-09-05,7.445835406963642,0.0,2,47.016563415527344,42.5023193359375,29.385351181030273
ROI1_2320,-0.6602168180636419,8.313952870290377,1,21,26,2003-08-10,2003-09-05,8.212686502016508,0.0,2,46.04397201538086,46.31903076171875,26.310840606689453
ROI1_2320,-0.7146547242812851,8.290506841374858,1,10,26,2003-08-10,2003-09-05,7.69985110943134,0.0,2,39.94785404205322,40.980960845947266,28.534181594848633
ROI1_2320,-0.8100558074547788,8.483734458988968,1,7,26,2003-08-10,2003-09-05,8.331206174997183,0.0,2,65.36454582214355,40.852840423583984,40.852840423583984
ROI1_2320,-0.8046659157500606,8.40423355634439,1,9,26,2003-08-10,2003-09-05,7.559836681072529,0.0,2,54.82600212097168,39.50828552246094,34.26625061035156
ROI1_2320,-0.7720570709365226,8.073024711089522,1,1,26,2003-08-10,2003-09-05,7.371401695104746,0.0,3,39.38485336303711,28.132038116455078,28.132038116455078
ROI1_2320,-0.563468261963969,8.236068935157215,1,21,26,2003-08-10,2003-09-05,7.872383080996,0.0,2,36.40093231201172,39.51662063598633,27.94959259033203
ROI1_2320,-0.3764390198102845,8.178127599331507,1,4,26,2003-08-10,2003-09-05,8.04424705872169,0.0,3,48.998809814453125,28.912710189819336,27.999319076538086
ROI1_2320,-0.842934146853553,8.444388249544533,1,7,26,2003-08-10,2003-09-05,7.559836681072529,0.0,2,54.82600212097168,39.50828552246094,34.26625061035156
ROI1_2320,-0.6736915473254346,8.265174350362688,1,6,26,2003-08-10,2003-09-05,8.413818469414345,0.0,3,44.40612030029297,42.75752258300781,29.604080200195312
ROI1_2320,-0.8437426306092597,8.470798718897646,1,3,26,2003-08-10,2003-09-05,8.331206174997183,0.0,2,65.36454582214355,40.852840423583984,40.852840423583984
ROI1_2320,-0.8060133886762397,8.424984639407551,1,13,26,2003-08-10,2003-09-05,7.559836681072529,0.0,2,54.82600212097168,39.50828552246094,34.26625061035156
ROI1_2320,-0.7642417279646825,8.124767671454807,1,1,26,2003-08-10,2003-09-05,7.4247894287109375,0.0,3,40.087772369384766,28.634122848510742,28.634122848510742
ROI1_2320,-0.7933471431701555,8.392645289179248,1,15,26,2003-08-10,2003-09-05,8.08025939647968,0.0,3,56.3975772857666,42.54294967651367,35.24848556518555
ROI1_2320,-0.6949816195590675,8.345753231348208,1,18,26,2003-08-10,2003-09-05,8.212686502016508,0.0,2,46.04397201538086,46.31903076171875,26.310840606689453
ROI1_2320,-0.7316328831511445,8.392645289179248,1,10,26,2003-08-10,2003-09-05,8.176556403820332,0.0,4,54.28732872009277,41.01380920410156,31.021331787109375
ROI1_2320,-0.7693621250841645,8.358419476854294,1,3,26,2003-08-10,2003-09-05,8.08025939647968,0.0,3,56.3975772857666,42.54294967651367,35.24848556518555
ROI1_2320,-0.8073608616024188,8.423637166481372,1,14,26,2003-08-10,2003-09-05,7.559836681072529,0.0,2,54.82600212097168,39.50828552246094,34.26625061035156
ROI1_2320,-0.5780209695667047,8.129618573989053,1,6,26,2003-08-10,2003-09-05,7.1424943116995,0.0,3,32.48057556152344,38.27754211425781,25.518362045288086
ROI1_2320,-0.7114207892584545,8.312066408193727,1,19,26,2003-08-10,2003-09-05,7.887873209439791,0.0,2,45.68205642700195,44.80197525024414,26.104032516479492
ROI1_2320,-0.7601993091861452,8.403425072588682,1,21,26,2003-08-10,2003-09-05,8.132007158719576,0.0,3,61.36130714416504,42.51144790649414,35.06360626220703
ROI1_2320,-0.6965985870704827,8.29427976556816,1,16,26,2003-08-10,2003-09-05,8.413818469414345,0.0,3,44.40612030029297,42.75752258300781,29.604080200195312
ROI1_2320,-0.6176366735963761,8.298322184346699,1,4,26,2003-08-10,2003-09-05,8.431510595174936,0.0,3,42.68323516845703,45.4184455871582,28.434972763061523
ROI1_2320,-0.6917476845362369,8.337398899205898,1,19,26,2003-08-10,2003-09-05,8.212686502016508,0.0,2,46.04397201538086,46.31903076171875,26.310840606689453
ROI1_2320,-0.6259910057386886,8.303981570636651,1,9,26,2003-08-10,2003-09-05,7.96853861441979,0.0,2,43.84854507446289,44.76527404785156,25.056312561035156
ROI1_2320,-0.8631462407462411,8.5478741702751,1,1,26,2003-08-10,2003-09-05,8.46991175871629,0.0,2,66.38677215576172,41.49173355102539,41.49173355102539
ROI1_2320,-0.4157852292547197,8.152795108319335,1,14,26,2003-08-10,2003-09-05,8.025999527711134,0.0,2,42.33834743499756,39.16219711303711,39.16219711303711
ROI1_2320,-0.7044139300423229,8.34763969344486,1,19,26,2003-08-10,2003-09-05,7.887873209439791,0.0,2,45.68205642700195,44.80197525024414,26.104032516479492
ROI1_2320,-0.7973895619486928,8.54733518110463,1,4,26,2003-08-10,2003-09-05,8.220047914064848,0.0,3,56.643972396850586,50.161720275878906,35.40248107910156
ROI1_2320,-0.6569828830408113,8.30991045151184,1,20,26,2003-08-10,2003-09-05,8.212686502016508,0.0,2,46.04397201538086,46.31903076171875,26.310840606689453
ROI1_2320,-0.8561393815301095,8.542484278570385,1,11,26,2003-08-10,2003-09-05,8.46991175871629,0.0,2,66.38677215576172,41.49173355102539,41.49173355102539
ROI1_2320,-0.8060133886762397,8.404503050929625,1,9,26,2003-08-10,2003-09-05,7.559836681072529,0.0,2,54.82600212097168,39.50828552246094,34.26625061035156
ROI1_2320,-0.7052224137980296,8.374050162797975,1,6,26,2003-08-10,2003-09-05,8.176556403820332,0.0,4,54.28732872009277,41.01380920410156,31.021331787109375
ROI1_2320,-0.7491500311914745,8.329314061648821,1,7,26,2003-08-10,2003-09-05,7.887873209439791,0.0,2,45.68205642700195,44.80197525024414,26.104032516479492
ROI1_2320,-0.7839148326869001,8.397226697128257,1,16,26,2003-08-10,2003-09-05,8.08025939647968,0.0,3,56.3975772857666,42.54294967651367,35.24848556518555
ROI1_2320,-0.7100733163322754,8.322846191603162,1,18,26,2003-08-10,2003-09-05,7.887873209439791,0.0,2,45.68205642700195,44.80197525024414,26.104032516479492
ROI1_2320,-0.39395616785061627,8.245770740225707,1,9,26,2003-08-10,2003-09-05,8.70522585281959,0.0,2,45.009613037109375,41.76920700073242,33.15171813964844
ROI1_2320,-0.8391612226602501,8.440345830765995,1,2,26,2003-08-10,2003-09-05,7.559836681072529,0.0,2,54.82600212097168,39.50828552246094,34.26625061035156
ROI1_2320,-0.8510189844106275,8.436303411987456,1,1,26,2003-08-10,2003-09-05,7.366171690133902,0.0,2,56.18203353881836,35.183189392089844,31.212242126464844
ROI1_2320,-0.7661281900613339,8.450047635834485,1,15,26,2003-08-10,2003-09-05,8.127564210158129,0.0,4,63.079627990722656,43.61474609375,39.424766540527344
ROI1_2320,-0.7141157351108127,8.378362076161748,1,8,26,2003-08-10,2003-09-05,8.176556403820332,0.0,4,54.28732872009277,41.01380920410156,31.021331787109375
ROI1_2320,-0.5163067095476936,8.228253592185375,1,11,26,2003-08-10,2003-09-05,7.600595474243164,0.0,2,32.645986557006836,39.88179397583008,29.535579681396484
ROI1_2320,-0.7688231359136921,8.446544206226418,1,17,26,2003-08-10,2003-09-05,8.132007158719576,0.0,3,61.36130714416504,42.51144790649414,35.06360626220703
ROI1_2320,-0.8631462407462411,8.548952148616046,1,1,26,2003-08-10,2003-09-05,8.46991175871629,0.0,2,66.38677215576172,41.49173355102539,41.49173355102539
ROI1_2320,-0.7019884787751991,8.370546733189908,1,5,26,2003-08-10,2003-09-05,8.176556403820332,0.0,4,54.28732872009277,41.01380920410156,31.021331787109375
ROI1_2320,-0.644047142949491,8.32877507247835,1,4,26,2003-08-10,2003-09-05,7.96853861441979,0.0,2,43.84854507446289,44.76527404785156,25.056312561035156
ROI1_2320,-0.845359598120675,8.493436264057458,1,11,26,2003-08-10,2003-09-05,8.331206174997183,0.0,2,65.36454582214355,40.852840423583984,40.852840423583984
ROI1_2320,-0.6801594173710956,8.328505577893115,1,20,26,2003-08-10,2003-09-05,8.212686502016508,0.0,2,46.04397201538086,46.31903076171875,26.310840606689453
ROI1_2320,-0.5949991284365641,8.159532472950232,1,10,26,2003-08-10,2003-09-05,8.064997416276197,0.0,3,35.462581634521484,44.76570510864258,26.59693717956543
ROI1_2320,-0.4448906444601928,8.164113880899242,1,15,26,2003-08-10,2003-09-05,8.025999527711134,0.0,2,42.33834743499756,39.16219711303711,39.16219711303711
ROI1_2320,-0.47642151093278784,8.186751426059054,1,3,26,2003-08-10,2003-09-05,7.749442595701951,0.0,2,37.0177059173584,29.49871063232422,29.49871063232422
ROI1_2320,-0.7521144716290689,8.349795650126747,1,20,26,2003-08-10,2003-09-05,7.445835406963642,0.0,2,47.016563415527344,42.5023193359375,29.385351181030273
ROI1_2320,-0.3963816191177383,8.244153772714292,1,5,26,2003-08-10,2003-09-05,8.70522585281959,0.0,2,45.009613037109375,41.76920700073242,33.15171813964844
ROI1_2320,-0.7893047243916165,8.33335648042736,1,10,26,2003-08-10,2003-09-05,7.445835406963642,0.0,2,47.016563415527344,42.5023193359375,29.385351181030273
ROI1_2320,-0.7887657352211459,8.398574170054436,1,17,26,2003-08-10,2003-09-05,8.08025939647968,0.0,3,56.3975772857666,42.54294967651367,35.24848556518555
ROI1_2320,-0.5990415472151032,8.129349079403816,1,11,26,2003-08-10,2003-09-05,7.1424943116995,0.0,3,32.48057556152344,38.27754211425781,25.518362045288086
ROI1_2320,-0.5411002113893932,8.230948538037735,1,1,26,2003-08-10,2003-09-05,7.600595474243164,0.0,2,32.645986557006836,39.88179397583008,29.535579681396484
ROI1_2320,-0.7178886593041156,8.310449440682312,1,2,26,2003-08-10,2003-09-05,7.887873209439791,0.0,2,45.68205642700195,44.80197525024414,26.104032516479492
ROI1_2320,-0.7071088758946811,8.351412617638163,1,19,26,2003-08-10,2003-09-05,8.176556403820332,0.0,4,54.28732872009277,41.01380920410156,31.021331787109375
ROI1_2320,-0.836735771393128,8.540328321888497,1,12,26,2003-08-10,2003-09-05,8.02625113267165,0.0,2,57.07662582397461,35.672889709472656,35.672889709472656
ROI1_2320,-0.6920171791214731,8.273259187919763,1,11,26,2003-08-10,2003-09-05,8.413818469414345,0.0,3,44.40612030029297,42.75752258300781,29.604080200195312
ROI1_2320,-0.7095343271618031,8.374589151968445,1,5,26,2003-08-10,2003-09-05,8.176556403820332,0.0,4,54.28732872009277,41.01380920410156,31.021331787109375
ROI1_2320,-0.6806984065415662,8.357341498513351,1,8,26,2003-08-10,2003-09-05,7.925996010120098,0.0,2,50.486684799194336,28.849533081054688,28.849533081054688
ROI1_2320,-0.6311114028581688,8.154142581245514,1,6,26,2003-08-10,2003-09-05,6.945800671210656,0.0,3,35.2112455368042,30.311208724975586,29.34270477294922
ROI1_2320,-0.7990065294601081,8.337129404620661,1,7,26,2003-08-10,2003-09-05,7.445835406963642,0.0,2,47.016563415527344,42.5023193359375,29.385351181030273
ROI1_2320,-0.7680146521579836,8.331739512915945,1,13,26,2003-08-10,2003-09-05,7.445835406963642,0.0,2,47.016563415527344,42.5023193359375,29.385351181030273
ROI1_2320,-0.7655892008908616,8.415821823509532,1,19,26,2003-08-10,2003-09-05,8.132007158719576,0.0,3,61.36130714416504,42.51144790649414,35.06360626220703
ROI1_2320,-0.7319023777363789,8.298591678931935,1,4,26,2003-08-10,2003-09-05,7.69985110943134,0.0,2,39.94785404205322,40.980960845947266,28.534181594848633
ROI1_2320,-0.3974595974586812,8.17139023470061,1,2,26,2003-08-10,2003-09-05,8.04424705872169,0.0,3,48.998809814453125,28.912710189819336,27.999319076538086
ROI1_2320,-0.4834283701489195,8.199148176979904,1,5,26,2003-08-10,2003-09-05,7.749442595701951,0.0,2,37.0177059173584,29.49871063232422,29.49871063232422
ROI1_2320,-0.6197926302782637,8.216665325020234,1,3,26,2003-08-10,2003-09-05,7.755191472860483,0.0,3,36.78287887573242,28.62042236328125,28.62042236328125
ROI1_2320,-0.6734220527401984,8.32095972950651,1,18,26,2003-08-10,2003-09-05,8.212686502016508,0.0,2,46.04397201538086,46.31903076171875,26.310840606689453
ROI1_2320,-0.655365915529396,8.316108826972265,1,19,26,2003-08-10,2003-09-05,8.212686502016508,0.0,2,46.04397201538086,46.31903076171875,26.310840606689453
ROI1_2320,-0.7550789120666632,8.414474350583353,1,15,26,2003-08-10,2003-09-05,8.132007158719576,0.0,3,61.36130714416504,42.51144790649414,35.06360626220703
ROI1_2320,-0.8388917280750139,8.469720740556703,1,8,26,2003-08-10,2003-09-05,8.331206174997183,0.0,2,65.36454582214355,40.852840423583984,40.852840423583984
ROI1_2320,-0.3775169981512292,8.250891137345187,1,2,26,2003-08-10,2003-09-05,8.23597319309528,0.0,2,40.19967079162598,46.5349235534668,31.052555084228516
ROI1_2320,-0.48747078892745854,8.191871823178534,1,17,26,2003-08-10,2003-09-05,7.749442595701951,0.0,2,37.0177059173584,29.49871063232422,29.49871063232422
ROI1_2320,-0.6947121249738313,8.36650431441137,1,7,26,2003-08-10,2003-09-05,7.925996010120098,0.0,2,50.486684799194336,28.849533081054688,28.849533081054688
ROI1_2320,-0.7723265655217588,8.074641678600937,1,2,26,2003-08-10,2003-09-05,7.371401695104746,0.0,3,39.38485336303711,28.132038116455078,28.132038116455078
ROI1_2320,-0.47237909215425056,8.183247996450987,1,4,26,2003-08-10,2003-09-05,7.749442595701951,0.0,2,37.0177059173584,29.49871063232422,29.49871063232422
ROI1_2320,-0.40150201623722026,8.150100162466977,1,3,26,2003-08-10,2003-09-05,8.025999527711134,0.0,2,42.33834743499756,39.16219711303711,39.16219711303711
ROI1_2320,-0.5793684424928855,8.131505036085702,1,3,26,2003-08-10,2003-09-05,7.1424943116995,0.0,3,32.48057556152344,38.27754211425781,25.518362045288086
ROI1_2320,-0.7715180817660503,8.378092581576512,1,16,26,2003-08-10,2003-09-05,8.08025939647968,0.0,3,56.3975772857666,42.54294967651367,35.24848556518555
ROI1_2320,-0.85937331655294,8.501521101614534,1,10,26,2003-08-10,2003-09-05,8.46991175871629,0.0,2,66.38677215576172,41.49173355102539,41.49173355102539
ROI1_2320,-0.7106123055027478,8.301017130199057,1,11,26,2003-08-10,2003-09-05,7.887873209439791,0.0,2,45.68205642700195,44.80197525024414,26.104032516479492
ROI1_2320,-0.39449515702108684,8.237955397253867,1,8,26,2003-08-10,2003-09-05,8.70522585281959,0.0,2,45.009613037109375,41.76920700073242,33.15171813964844
ROI1_2320,-0.6588693451374628,8.252777599441838,1,8,26,2003-08-10,2003-09-05,8.413818469414345,0.0,3,44.40612030029297,42.75752258300781,29.604080200195312
ROI1_2320,-0.7685536413284559,8.3554550364167,1,1,26,2003-08-10,2003-09-05,8.08025939647968,0.0,3,56.3975772857666,42.54294967651367,35.24848556518555
ROI1_2320,-0.7971200673634566,8.391028321667832,1,13,26,2003-08-10,2003-09-05,8.08025939647968,0.0,3,56.3975772857666,42.54294967651367,35.24848556518555
ROI1_2320,-0.6701881177173679,8.124767671454807,1,1,26,2003-08-10,2003-09-05,6.981021862763625,2.95322847366333,3,32.7005615234375,28.125303268432617,24.525421142578125
ROI1_2320,-0.8361967822226557,8.49720918825076,1,11,26,2003-08-10,2003-09-05,8.331206174997183,0.0,2,65.36454582214355,40.852840423583984,40.852840423583984
ROI1_2320,-0.4036579729191061,8.247657202322356,1,3,26,2003-08-10,2003-09-05,7.822928153551542,0.0,2,39.85317611694336,30.82136344909668,30.82136344909668
ROI1_2320,-0.8609902840643553,8.497748177421231,1,3,26,2003-08-10,2003-09-05,7.978033432593713,0.0,2,63.79430389404297,39.87144088745117,39.87144088745117
ROI1_2320,-0.7219310780826529,8.379440054502691,1,17,26,2003-08-10,2003-09-05,8.176556403820332,0.0,4,54.28732872009277,41.01380920410156,31.021331787109375
ROI1_2320,-0.8615292732348259,8.496670199080288,1,3,26,2003-08-10,2003-09-05,7.978033432593713,0.0,2,63.79430389404297,39.87144088745117,39.87144088745117
ROI1_2320,-0.7127682621846336,8.285925433425849,1,6,26,2003-08-10,2003-09-05,7.69985110943134,0.0,2,39.94785404205322,40.980960845947266,28.534181594848633
ROI1_2320,-0.6987545437523686,8.28915936844868,1,5,26,2003-08-10,2003-09-05,8.413818469414345,0.0,3,44.40612030029297,42.75752258300781,29.604080200195312
ROI1_2320,-0.593651655510385,8.285386444255376,1,2,26,2003-08-10,2003-09-05,7.72039820597722,0.0,2,42.60909461975098,29.317758560180664,29.317758560180664
ROI1_2320,-0.7413346882196343,8.291584819715801,1,2,26,2003-08-10,2003-09-05,7.69985110943134,0.0,2,39.94785404205322,40.980960845947266,28.534181594848633
ROI1_2320,-0.5330153738323169,8.142554314080373,1,7,26,2003-08-10,2003-09-05,7.076637304746187,0.0,3,32.96986770629883,38.649105072021484,25.766069412231445
ROI1_2320,-0.8246085150575144,8.534399441013308,1,2,26,2003-08-10,2003-09-05,8.02625113267165,0.0,2,57.07662582397461,35.672889709472656,35.672889709472656
ROI1_2320,-0.866919164939544,8.511761895853496,1,10,26,2003-08-10,2003-09-05,8.46991175871629,0.0,2,66.38677215576172,41.49173355102539,41.49173355102539
ROI1_2320,-0.7949641106815708,8.378362076161748,1,3,26,2003-08-10,2003-09-05,8.08025939647968,0.0,3,56.3975772857666,42.54294967651367,35.24848556518555
ROI1_2320,-0.8248780096427506,8.488854856108448,1,15,26,2003-08-10,2003-09-05,8.331206174997183,0.0,2,65.36454582214355,40.852840423583984,40.852840423583984
ROI1_2320,-0.8124812587219008,8.416091318094768,1,9,26,2003-08-10,2003-09-05,7.559836681072529,0.0,2,54.82600212097168,39.50828552246094,34.26625061035156
ROI1_2320,-0.723278551008832,8.39318427834972,1,2,26,2003-08-10,2003-09-05,8.176556403820332,0.0,4,54.28732872009277,41.01380920410156,31.021331787109375
ROI1_2320,-0.829189923006524,8.462174892170099,1,10,26,2003-08-10,2003-09-05,8.331206174997183,0.0,2,65.36454582214355,40.852840423583984,40.852840423583984
ROI1_2320,-0.7822978651754848,8.395609729616842,1,15,26,2003-08-10,2003-09-05,8.08025939647968,0.0,3,56.3975772857666,42.54294967651367,35.24848556518555
ROI1_2320,-0.866919164939544,8.54005882730326,1,3,26,2003-08-10,2003-09-05,8.46991175871629,0.0,2,66.38677215576172,41.49173355102539,41.49173355102539
ROI1_2320,-0.7143852296960489,8.390489332497362,1,1,26,2003-08-10,2003-09-05,8.176556403820332,0.0,4,54.28732872009277,41.01380920410156,31.021331787109375
ROI1_2320,-0.7922691648292108,8.403155578003446,1,16,26,2003-08-10,2003-09-05,8.132007158719576,0.0,3,61.36130714416504,42.51144790649414,35.06360626220703
ROI1_2320,-0.499328550677836,8.093506299567448,1,2,26,2003-08-10,2003-09-05,7.2826810616713304,0.0,3,33.19853973388672,35.906864166259766,26.62735939025879
ROI1_2320,-0.7068393813094449,8.373780668212738,1,6,26,2003-08-10,2003-09-05,8.176556403820332,0.0,4,54.28732872009277,41.01380920410156,31.021331787109375
ROI1_2320,-0.4033884783338699,8.24684871856665,1,3,26,2003-08-10,2003-09-05,7.822928153551542,0.0,2,39.85317611694336,30.82136344909668,30.82136344909668
ROI1_2320,-0.8248780096427506,8.424445650237079,1,5,26,2003-08-10,2003-09-05,7.559836681072529,0.0,2,54.82600212097168,39.50828552246094,34.26625061035156
ROI1_2320,-0.40823938086811573,8.238763881009573,1,2,26,2003-08-10,2003-09-05,7.822928153551542,0.0,2,39.85317611694336,30.82136344909668,30.82136344909668
ROI1_2320,-0.8070913670171844,8.399921642980615,1,5,26,2003-08-10,2003-09-05,7.559836681072529,0.0,2,54.82600212097168,39.50828552246094,34.26625061035156
ROI1_2320,-0.6677626664502458,8.327697094137406,1,19,26,2003-08-10,2003-09-05,8.212686502016508,0.0,2,46.04397201538086,46.31903076171875,26.310840606689453
ROI1_2320,-0.3912612219982563,8.240650343106225,1,6,26,2003-08-10,2003-09-05,8.70522585281959,0.0,2,45.009613037109375,41.76920700073242,33.15171813964844
ROI1_2320,-0.5726310778619883,8.166539332166364,1,19,26,2003-08-10,2003-09-05,8.064997416276197,0.0,3,35.462581634521484,44.76570510864258,26.59693717956543
ROI1_2320,-0.5844888396123658,8.142823808665609,1,7,26,2003-08-10,2003-09-05,7.1424943116995,0.0,3,32.48057556152344,38.27754211425781,25.518362045288086
ROI1_2320,-0.7162716917927003,8.123420198528628,1,2,26,2003-08-10,2003-09-05,6.825978609231802,0.0,3,31.277840614318848,26.996986389160156,26.996986389160156
ROI1_2320,-0.7362142911001541,8.29239330347151,1,4,26,2003-08-10,2003-09-05,7.69985110943134,0.0,2,39.94785404205322,40.980960845947266,28.534181594848633
